name,year,disrupted,source
Invitae,2024,1,wikipedia_ch11
JD Motorsports,2024,1,wikipedia_ch11
JoAnn Fabrics,2024,1,wikipedia_ch11
Judson College (Alabama),2024,1,wikipedia_ch11
K'Nex,2024,1,wikipedia_ch11
KOWL,2024,1,wikipedia_ch11
KRLT,2024,1,wikipedia_ch11
Kuma's Corner,2024,1,wikipedia_ch11
Little Big Burger,2024,1,wikipedia_ch11
LoJack,2024,1,wikipedia_ch11
Lumber Liquidators,2024,1,wikipedia_ch11
Megabus (North America),2024,1,wikipedia_ch11
Melt Bar and Grilled,2024,1,wikipedia_ch11
Metropolitan Theatres (Los Angeles),2024,1,wikipedia_ch11
Miss America,2024,1,wikipedia_ch11
NanoString Technologies,2024,1,wikipedia_ch11
Nashoba Valley Medical Center,2024,1,wikipedia_ch11
National Public Data,2024,1,wikipedia_ch11
North Carolina Theatre,2024,1,wikipedia_ch11
North Shore Medical Center (Miami),2024,1,wikipedia_ch11
Northvolt,2024,1,wikipedia_ch11
Norwood Hospital,2024,1,wikipedia_ch11
NYC Ferry,2024,1,wikipedia_ch11
Oberweis Dairy,2024,1,wikipedia_ch11
Oceanwide Plaza,2024,1,wikipedia_ch11
Olympia Trails,2024,1,wikipedia_ch11
Original Clean Energy,2024,1,wikipedia_ch11
Osmo (game system),2024,1,wikipedia_ch11
Paramount Group,2024,1,wikipedia_ch11
Party City,2024,1,wikipedia_ch11
Pet Supplies Plus,2024,1,wikipedia_ch11
Pineapple Street Studios,2024,1,wikipedia_ch11
Plaza Mariachi Music City,2024,1,wikipedia_ch11
Popcornflix,2024,1,wikipedia_ch11
QLess,2024,1,wikipedia_ch11
Recombinetics,2024,1,wikipedia_ch11
Red Lobster,2024,1,wikipedia_ch11
Redbox,2024,1,wikipedia_ch11
Republic First Bancorp,2024,1,wikipedia_ch11
Rockland Coaches,2024,1,wikipedia_ch11
Diocese of Burlington,2024,1,wikipedia_ch11
Roman Catholic Diocese of San Diego,2024,1,wikipedia_ch11
Romance Writers of America,2024,1,wikipedia_ch11
The RoomPlace,2024,1,wikipedia_ch11
Roti (restaurant chain),2024,1,wikipedia_ch11
Rubio's Coastal Grill,2024,1,wikipedia_ch11
Rue21,2024,1,wikipedia_ch11
College of Saint Rose,2024,1,wikipedia_ch11
Sam Ash Music,2024,1,wikipedia_ch11
The ScareHouse,2024,1,wikipedia_ch11
Screen Media,2024,1,wikipedia_ch11
Seaborne Airlines,2024,1,wikipedia_ch11
SeaQuest (aquariums),2024,1,wikipedia_ch11
Sears Outlet,2024,1,wikipedia_ch11
Sharon Regional Health System,2024,1,wikipedia_ch11
Short Line (bus company),2024,1,wikipedia_ch11
Signia by Hilton San Jose,2024,1,wikipedia_ch11
Silver Airways,2024,1,wikipedia_ch11
Silvergate Bank,2024,1,wikipedia_ch11
Silvert's,2024,1,wikipedia_ch11
Smallhold,2024,1,wikipedia_ch11
Smiles S.A.,2024,1,wikipedia_ch11
Soffe,2024,1,wikipedia_ch11
Solectrac,2024,1,wikipedia_ch11
Spirit Airlines,2024,1,wikipedia_ch11
Steward Health Care,2024,1,wikipedia_ch11
Sticky's Finger Joint,2024,1,wikipedia_ch11
Stolichnaya,2024,1,wikipedia_ch11
Suburban Transit,2024,1,wikipedia_ch11
SunPower,2024,1,wikipedia_ch11
SuperDeluxe (restaurant),2024,1,wikipedia_ch11
Synapse Financial Technologies,2024,1,wikipedia_ch11
Terra (blockchain),2024,1,wikipedia_ch11
Tervis Tumbler,2024,1,wikipedia_ch11
TGI Fridays,2024,1,wikipedia_ch11
Tijuana Flats,2024,1,wikipedia_ch11
Tippett Studio,2024,1,wikipedia_ch11
Trilogy Education Services,2024,1,wikipedia_ch11
True Value,2024,1,wikipedia_ch11
Tupperware,2024,1,wikipedia_ch11
Tupperware Brands,2024,1,wikipedia_ch11
Tynker,2024,1,wikipedia_ch11
Uncle Milton Toys,2024,1,wikipedia_ch11
Van Galder Bus Company,2024,1,wikipedia_ch11
VIA Motors,2024,1,wikipedia_ch11
"View, Inc.",2024,1,wikipedia_ch11
The Vitamin Shoppe,2024,1,wikipedia_ch11
"Vroom, Inc.",2024,1,wikipedia_ch11
Wellpath,2024,1,wikipedia_ch11
Windsor Vineyards,2024,1,wikipedia_ch11
Wisconsin Coach Lines,2024,1,wikipedia_ch11
World of Beer,2024,1,wikipedia_ch11
Xinyuan Real Estate,2024,1,wikipedia_ch11
Yield10 Bioscience,2024,1,wikipedia_ch11
Giuseppe Zanotti,2024,1,wikipedia_ch11
This list may not reflect recent changes,2025,1,wikipedia_ch11
23andMe,2025,1,wikipedia_ch11
Academy at Penguin Hall,2025,1,wikipedia_ch11
AccuRadio,2025,1,wikipedia_ch11
Diocese of Alexandria in Louisiana,2025,1,wikipedia_ch11
American Signature,2025,1,wikipedia_ch11
Anthology Inc.,2025,1,wikipedia_ch11
Armitron,2025,1,wikipedia_ch11
Ashley Stewart,2025,1,wikipedia_ch11
"Aspiration, Inc.",2025,1,wikipedia_ch11
At Home (store),2025,1,wikipedia_ch11
Autolite,2025,1,wikipedia_ch11
Avant Gardner,2025,1,wikipedia_ch11
Azul Brazilian Airlines,2025,1,wikipedia_ch11
Bar Louie Restaurants,2025,1,wikipedia_ch11
Bargain Hunt (retail store),2025,1,wikipedia_ch11
Bartell Drugs,2025,1,wikipedia_ch11
Basilica of St. Stephen (New Orleans),2025,1,wikipedia_ch11
Bertucci's,2025,1,wikipedia_ch11
Billabong (clothing),2025,1,wikipedia_ch11
Blackboard Learn,2025,1,wikipedia_ch11
Bosque Brewing Company,2025,1,wikipedia_ch11
Brio Italian Grille and Bravo! Italian Kitchen,2025,1,wikipedia_ch11
Brooks Pharmacy,2025,1,wikipedia_ch11
Butterick Publishing Company,2025,1,wikipedia_ch11
CareerBuilder,2025,1,wikipedia_ch11
Cinemex,2025,1,wikipedia_ch11
Claire's,2025,1,wikipedia_ch11
CMX Cinemas,2025,1,wikipedia_ch11
Cobb Theatres,2025,1,wikipedia_ch11
College Inn Foods,2025,1,wikipedia_ch11
Contadina,2025,1,wikipedia_ch11
Corporate Air,2025,1,wikipedia_ch11
Creativebug,2025,1,wikipedia_ch11
Crozer Health,2025,1,wikipedia_ch11
Crozer-Chester Medical Center,2025,1,wikipedia_ch11
CSS Industries,2025,1,wikipedia_ch11
Danimer Scientific,2025,1,wikipedia_ch11
Dansk Designs,2025,1,wikipedia_ch11
DC Shoes,2025,1,wikipedia_ch11
Del Monte Foods,2025,1,wikipedia_ch11
Delaware County Memorial Hospital,2025,1,wikipedia_ch11
Desktop Metal,2025,1,wikipedia_ch11
Diamond Comic Distributors,2025,1,wikipedia_ch11
Diocese of Fresno,2025,1,wikipedia_ch11
Dolphin Cove Jamaica,2025,1,wikipedia_ch11
Eckerd Corporation,2025,1,wikipedia_ch11
Electric Zoo,2025,1,wikipedia_ch11
Element Skateboards,2025,1,wikipedia_ch11
F21 Red,2025,1,wikipedia_ch11
Fastweb (website),2025,1,wikipedia_ch11
Fay's Drug,2025,1,wikipedia_ch11
First Brands Group,2025,1,wikipedia_ch11
Food52,2025,1,wikipedia_ch11
Foothill Regional Medical Center,2025,1,wikipedia_ch11
Forever 21,2025,1,wikipedia_ch11
FRAM (brand),2025,1,wikipedia_ch11
Gardener's Supply Company,2025,1,wikipedia_ch11
Genesis HealthCare,2025,1,wikipedia_ch11
Genovese Drug Stores,2025,1,wikipedia_ch11
Global Clean Energy Holdings,2025,1,wikipedia_ch11
E. Gluck Corporation,2025,1,wikipedia_ch11
Grand Slam Track,2025,1,wikipedia_ch11
Gulf World Marine Park,2025,1,wikipedia_ch11
Havana Air,2025,1,wikipedia_ch11
Honolua Surf Company,2025,1,wikipedia_ch11
Hooters,2025,1,wikipedia_ch11
House Spirits Distillery,2025,1,wikipedia_ch11
Hudson Hotel,2025,1,wikipedia_ch11
Icing by Claire's,2025,1,wikipedia_ch11
Immaculate Conception Church (New Orleans),2025,1,wikipedia_ch11
IRobot,2025,1,wikipedia_ch11
Jean Coutu Group,2025,1,wikipedia_ch11
JoAnn Fabrics,2025,1,wikipedia_ch11
Joyba,2025,1,wikipedia_ch11
K&B,2025,1,wikipedia_ch11
Kitchen Basics,2025,1,wikipedia_ch11
KLJT,2025,1,wikipedia_ch11
Klöckner Pentaplast,2025,1,wikipedia_ch11
La Loma Foods,2025,1,wikipedia_ch11
Lane Drug,2025,1,wikipedia_ch11
LifeScan,2025,1,wikipedia_ch11
Ligado Networks,2025,1,wikipedia_ch11
Linqto,2025,1,wikipedia_ch11
Luminar Technologies,2025,1,wikipedia_ch11
Manchester Memorial Hospital,2025,1,wikipedia_ch11
Manhattan Country School,2025,1,wikipedia_ch11
Marelli Holdings,2025,1,wikipedia_ch11
Marin Software,2025,1,wikipedia_ch11
Marineland of Florida,2025,1,wikipedia_ch11
McCall's,2025,1,wikipedia_ch11
Merit TV,2025,1,wikipedia_ch11
Merlin Airways,2025,1,wikipedia_ch11
Meyer Burger,2025,1,wikipedia_ch11
Miami Seaquarium,2025,1,wikipedia_ch11
Military.com,2025,1,wikipedia_ch11
Mitel,2025,1,wikipedia_ch11
ModivCare,2025,1,wikipedia_ch11
Monster.com,2025,1,wikipedia_ch11
Nicklaus Design,2025,1,wikipedia_ch11
Nikola Corporation,2025,1,wikipedia_ch11
Notre Dame Seminary,2025,1,wikipedia_ch11
Novomer,2025,1,wikipedia_ch11
Oheka Castle,2025,1,wikipedia_ch11
Omnicare,2025,1,wikipedia_ch11
On the Border Mexican Grill & Cantina,2025,1,wikipedia_ch11
Oroville Hospital,2025,1,wikipedia_ch11
Our Lady of Fatima Hospital (North Providence),2025,1,wikipedia_ch11
Our Lady of Guadalupe Church & International Shrine of St. Jude,2025,1,wikipedia_ch11
Peoria Charter Coach Company,2025,1,wikipedia_ch11
Perry Drug Stores,2025,1,wikipedia_ch11
Philadelphia CyberKnife,2025,1,wikipedia_ch11
Phora,2025,1,wikipedia_ch11
Pieology,2025,1,wikipedia_ch11
Pinstripes (restaurant),2025,1,wikipedia_ch11
Planet Hollywood,2025,1,wikipedia_ch11
Prospect Medical Holdings,2025,1,wikipedia_ch11
Publishers Clearing House,2025,1,wikipedia_ch11
Quiksilver,2025,1,wikipedia_ch11
Rad Power Bikes,2025,1,wikipedia_ch11
Raybestos,2025,1,wikipedia_ch11
Read's Drug Store,2025,1,wikipedia_ch11
RediClinic,2025,1,wikipedia_ch11
Rite Aid,2025,1,wikipedia_ch11
Roger Williams Medical Center,2025,1,wikipedia_ch11
Roxy (clothing),2025,1,wikipedia_ch11
RVCA,2025,1,wikipedia_ch11
S&W Beans,2025,1,wikipedia_ch11
St. Augustine Church (New Orleans),2025,1,wikipedia_ch11
"St. Charles Borromeo Catholic Church (Destrehan, Louisiana)",2025,1,wikipedia_ch11
"St. Francis of Assisi Parish (New Orleans, Louisiana)",2025,1,wikipedia_ch11
St. Genevieve Church,2025,1,wikipedia_ch11
St. Louis Cathedral (New Orleans),2025,1,wikipedia_ch11
"St. Mary's Assumption Church (New Orleans, Louisiana)",2025,1,wikipedia_ch11
"St. Patrick's Church (New Orleans, Louisiana)",2025,1,wikipedia_ch11
"St. Vincent De Paul Roman Catholic Church (New Orleans, Louisiana)",2025,1,wikipedia_ch11
Simplicity Pattern,2025,1,wikipedia_ch11
Mosaic Inc.,2025,1,wikipedia_ch11
Southern California Hospital at Culver City,2025,1,wikipedia_ch11
Spirit Airlines,2025,1,wikipedia_ch11
Spyder (ski apparel brand),2025,1,wikipedia_ch11
Sunnova,2025,1,wikipedia_ch11
Tabu by Dana,2025,1,wikipedia_ch11
Take Root Organics,2025,1,wikipedia_ch11
Taylor Hospital,2025,1,wikipedia_ch11
Three Rivers Festival,2025,1,wikipedia_ch11
Thrift Drug,2025,1,wikipedia_ch11
Thrifty Ice Cream,2025,1,wikipedia_ch11
Thrifty PayLess,2025,1,wikipedia_ch11
TPI Composites,2025,1,wikipedia_ch11
Trico,2025,1,wikipedia_ch11
US Magnesium,2025,1,wikipedia_ch11
USA Cricket,2025,1,wikipedia_ch11
Value City Furniture,2025,1,wikipedia_ch11
Volcom,2025,1,wikipedia_ch11
Wag (company),2025,1,wikipedia_ch11
"Waterman Building (Mobile, Alabama)",2025,1,wikipedia_ch11
WebCT,2025,1,wikipedia_ch11
Whitecap Mountains,2025,1,wikipedia_ch11
Wolfspeed,2025,1,wikipedia_ch11
Wrights (textile manufacturers),2025,1,wikipedia_ch11
WW International,2025,1,wikipedia_ch11
Xinyuan Real Estate,2025,1,wikipedia_ch11
XXI Forever,2025,1,wikipedia_ch11
Zoomarine,2025,1,wikipedia_ch11
Zynex,2025,1,wikipedia_ch11
